year,Country,terrorist_attacks,terrorist_attack_injuries,terrorist_attack_fatalities
1987,Mozambique,3,0,2
1987,Federal Republic of Germany,12,32,2
1987,Spain,27,21,2
1987,Jordan,1,1,0
1987,Spain,27,21,2
1987,India,1,150,25
1987,Greece,11,34,2
1987,Djibouti,1,45,11
1987,Spain,27,21,2
1987,Spain,27,21,2
1987,Spain,27,21,2
1987,Peru,38,39,7
1987,Peru,38,39,7
1987,Peru,38,39,7
1987,Colombia,12,3,0
1987,Federal Republic of Germany,12,32,2
1987,Peru,38,39,7
1987,Lebanon,41,39,14
1987,Lebanon,41,39,14
1987,Federal Republic of Germany,12,32,2
1987,Israel,32,55,18
1987,Iraq,5,11,0
1987,Lebanon,41,39,14
1987,Federal Republic of Germany,12,32,2
1987,Peru,38,39,7
1987,Philippines,18,15,5
1987,Lebanon,41,39,14
1987,Egypt,2,2,0
1987,Lebanon,41,39,14
1987,Spain,27,21,2
1987,Lebanon,41,39,14
1987,Chile,13,1,0
1987,Bolivia,5,14,0
1987,Spain,27,21,2
1987,Spain,27,21,2
1987,Spain,27,21,2
1987,Lebanon,41,39,14
1987,Mexico,2,0,0
1987,Spain,27,21,2
1987,Lebanon,41,39,14
1987,Lebanon,41,39,14
1987,Israel,32,55,18
1987,Philippines,18,15,5
1987,Cyprus,4,2,0
1987,United Kingdom,6,4,5
1987,Peru,38,39,7
1987,Iran,4,0,1
1987,Greece,11,34,2
1987,Philippines,18,15,5
1987,Dominican Republic,3,0,0
1987,Dominican Republic,3,0,0
1987,Costa Rica,1,0,0
1987,Greece,11,34,2
1987,Peru,38,39,7
1987,Dominican Republic,3,0,0
1987,Lebanon,41,39,14
1987,Suriname,1,0,0
1987,Peru,38,39,7
1987,Peru,38,39,7
1987,Peru,38,39,7
1987,Colombia,12,3,0
1987,Federal Republic of Germany,12,32,2
1987,France,14,5,2
1987,Colombia,12,3,0
1987,Bolivia,5,14,0
1987,Jamaica,2,0,0
1987,Spain,27,21,2
1987,Lebanon,41,39,14
1987,Mozambique,3,0,2
1987,Israel,32,55,18
1987,Fiji,1,0,0
1987,Bolivia,5,14,0
1987,Austria,4,1,1
1987,Lebanon,41,39,14
1987,United States,6,1,1
1987,Egypt,2,2,0
1987,Jamaica,2,0,0
1987,Zimbabwe,5,25,24
1987,Bolivia,5,14,0
1987,Peru,38,39,7
1987,Greece,11,34,2
1987,Iraq,5,11,0
1987,Lebanon,41,39,14
1987,Italy,4,0,1
1987,Italy,4,0,1
1987,Italy,4,0,1
1987,Iran,4,0,1
1987,Bolivia,5,14,0
1987,Malta,4,8,0
1987,Malta,4,8,0
1987,Malta,4,8,0
1987,Spain,27,21,2
1987,Spain,27,21,2
1987,Zimbabwe,5,25,24
1987,Peru,38,39,7
1987,Peru,38,39,7
1987,Pakistan,26,600,111
1987,Pakistan,26,600,111
1987,Pakistan,26,600,111
1987,Honduras,5,12,1
1987,Spain,27,21,2
1987,Israel,32,55,18
1987,Malta,4,8,0
1987,Lebanon,41,39,14
1987,Colombia,12,3,0
1987,France,14,5,2
1987,France,14,5,2
1987,Federal Republic of Germany,12,32,2
1987,Federal Republic of Germany,12,32,2
1987,Israel,32,55,18
1987,Chile,13,1,0
1987,Peru,38,39,7
1987,Italy,4,0,1
1987,Chile,13,1,0
1987,Israel,32,55,18
1987,United States,6,1,1
1987,Argentina,1,0,0
1987,Lebanon,41,39,14
1987,Spain,27,21,2
1987,Israel,32,55,18
1987,Philippines,18,15,5
1987,Philippines,18,15,5
1987,Spain,27,21,2
1987,Sudan,2,0,0
1987,France,14,5,2
1987,France,14,5,2
1987,Lebanon,41,39,14
1987,Pakistan,26,600,111
1987,Pakistan,26,600,111
1987,Chile,13,1,0
1987,Panama,1,0,0
1987,United States,6,1,1
1987,Chile,13,1,0
1987,Swaziland,1,0,3
1987,Pakistan,26,600,111
1987,Pakistan,26,600,111
1987,United States,6,1,1
1987,United Kingdom,6,4,5
1987,Greece,11,34,2
1987,United Kingdom,6,4,5
1987,Peru,38,39,7
1987,Peru,38,39,7
1987,United Kingdom,6,4,5
1987,Austria,4,1,1
1987,Sudan,2,0,0
1987,Congo (Brazzaville),1,1,1
1987,France,14,5,2
1987,Spain,27,21,2
1987,Turkey,6,1,11
1987,Chile,13,1,0
1987,Sri Lanka,2,0,0
1987,Iran,4,0,1
1987,Tunisia,4,11,0
1987,Tunisia,4,11,0
1987,Tunisia,4,11,0
1987,Tunisia,4,11,0
1987,Iran,4,0,1
1987,Switzerland,2,0,1
1987,Lebanon,41,39,14
1987,Lebanon,41,39,14
1987,Lebanon,41,39,14
1987,Pakistan,26,600,111
1987,Pakistan,26,600,111
1987,Cyprus,4,2,0
1987,Peru,38,39,7
1987,Honduras,5,12,1
1987,United States,6,1,1
1987,Pakistan,26,600,111
1987,Pakistan,26,600,111
1987,Switzerland,2,0,1
1987,Greece,11,34,2
1987,Saudi Arabia,1,5,1
1987,Colombia,12,3,0
1987,Federal Republic of Germany,12,32,2
1987,Spain,27,21,2
1987,Spain,27,21,2
1987,Spain,27,21,2
1987,Peru,38,39,7
1987,Peru,38,39,7
1987,Peru,38,39,7
1987,Israel,32,55,18
1987,Lebanon,41,39,14
1987,Angola,1,0,1
1987,Federal Republic of Germany,12,32,2
1987,Mexico,2,0,0
1987,Peru,38,39,7
1987,France,14,5,2
1987,France,14,5,2
1987,Federal Republic of Germany,12,32,2
1987,France,14,5,2
1987,Norway,1,3,0
1987,Austria,4,1,1
1987,Pakistan,26,600,111
1987,Pakistan,26,600,111
1987,Turkey,6,1,11
1987,Turkey,6,1,11
1987,Turkey,6,1,11
1987,Peru,38,39,7
1987,Iraq,5,11,0
1987,Pakistan,26,600,111
1987,Pakistan,26,600,111
1987,Israel,32,55,18
1987,Lebanon,41,39,14
1987,Peru,38,39,7
1987,Greece,11,34,2
1987,Zambia,1,7,1
1987,Peru,38,39,7
1987,Chile,13,1,0
1987,United Kingdom,6,4,5
1987,Peru,38,39,7
1987,Ethiopia,3,0,0
1987,Iraq,5,11,0
1987,Belgium,1,0,1
1987,Venezuela,3,0,0
1987,Colombia,12,3,0
1987,Peru,38,39,7
1987,Peru,38,39,7
1987,Peru,38,39,7
1987,Israel,32,55,18
1987,Philippines,18,15,5
1987,Pakistan,26,600,111
1987,Pakistan,26,600,111
1987,Zimbabwe,5,25,24
1987,Colombia,12,3,0
1987,Philippines,18,15,5
1987,Spain,27,21,2
1987,Philippines,18,15,5
1987,Philippines,18,15,5
1987,Philippines,18,15,5
1987,Lebanon,41,39,14
1987,Ethiopia,3,0,0
1987,Nicaragua,1,0,0
1987,France,14,5,2
1987,France,14,5,2
1987,France,14,5,2
1987,Chad,1,0,0
1987,France,14,5,2
1987,Kuwait,5,0,0
1987,Pakistan,26,600,111
1987,Peru,38,39,7
1987,Peru,38,39,7
1987,United States,6,1,1
1987,Kuwait,5,0,0
1987,Israel,32,55,18
1987,Sri Lanka,2,0,0
1987,Philippines,18,15,5
1987,Philippines,18,15,5
1987,Philippines,18,15,5
1987,Colombia,12,3,0
1987,Colombia,12,3,0
1987,Colombia,12,3,0
1987,Lebanon,41,39,14
1987,Venezuela,3,0,0
1987,Chile,13,1,0
1987,Chile,13,1,0
1987,Philippines,18,15,5
1987,Israel,32,55,18
1987,Singapore,2,0,0
1987,Singapore,2,0,0
1987,Israel,32,55,18
1987,Lebanon,41,39,14
1987,United Kingdom,6,4,5
1987,Pakistan,26,600,111
1987,Philippines,18,15,5
1987,Ethiopia,3,0,0
1987,Lebanon,41,39,14
1987,Zimbabwe,5,25,24
1987,Pakistan,26,600,111
1987,Peru,38,39,7
1987,Peru,38,39,7
1987,Chile,13,1,0
1987,Greece,11,34,2
1987,Philippines,18,15,5
1987,Philippines,18,15,5
1987,Zimbabwe,5,25,24
1987,Kuwait,5,0,0
1987,Israel,32,55,18
1987,Israel,32,55,18
1987,Israel,32,55,18
1987,Pakistan,26,600,111
1987,Peru,38,39,7
1987,Thailand,1,0,115
1987,Israel,32,55,18
1987,Israel,32,55,18
1987,Lebanon,41,39,14
1987,Chile,13,1,0
1987,Chile,13,1,0
1987,Israel,32,55,18
1987,Philippines,18,15,5
1987,Israel,32,55,18
1987,Israel,32,55,18
1987,Greece,11,34,2
1987,Afghanistan,2,17,5
1987,Pakistan,26,600,111
1987,Spain,27,21,2
1987,Pakistan,26,600,111
1987,Pakistan,26,600,111
1987,Pakistan,26,600,111
1987,Spain,27,21,2
1987,Israel,32,55,18
1987,Israel,32,55,18
1987,Israel,32,55,18
1987,Israel,32,55,18
1987,Israel,32,55,18
1987,Israel,32,55,18
1987,Israel,32,55,18
1987,Israel,32,55,18
1987,Israel,32,55,18
1988,Spain,28,4,0
1988,United Kingdom,3,13,271
1988,France,10,28,3
1988,Pakistan,34,1270,192
1988,Sweden,1,0,0
1988,Egypt,6,1,0
1988,Uganda,1,4,1
1988,Lebanon,29,34,46
1988,Zimbabwe,1,3,2
1988,El Salvador,14,12,0
1988,Philippines,14,9,10
1988,Costa Rica,3,6,0
1988,Argentina,3,0,0
1988,Pakistan,34,1270,192
1988,Sudan,4,21,8
1988,Israel,31,35,18
1988,Afghanistan,6,42,47
1988,Greece,13,117,16
1988,Pakistan,34,1270,192
1988,El Salvador,14,12,0
1988,Pakistan,34,1270,192
1988,Peru,15,17,9
1988,Egypt,6,1,0
1988,Lebanon,29,34,46
1988,Pakistan,34,1270,192
1988,Afghanistan,6,42,47
1988,Lebanon,29,34,46
1988,Belgium,3,0,1
1988,Lebanon,29,34,46
1988,Israel,31,35,18
1988,Lebanon,29,34,46
1988,Colombia,26,19,1
1988,Lebanon,29,34,46
1988,Lebanon,29,34,46
1988,Lebanon,29,34,46
1988,Pakistan,34,1270,192
1988,El Salvador,14,12,0
1988,Lebanon,29,34,46
1988,Cyprus,5,20,7
1988,Peru,15,17,9
1988,Cyprus,5,20,7
1988,Philippines,14,9,10
1988,Ethiopia,2,0,0
1988,Lebanon,29,34,46
1988,Namibia,1,31,14
1988,Lebanon,29,34,46
1988,Israel,31,35,18
1988,Honduras,6,4,2
1988,Peru,15,17,9
1988,Lebanon,29,34,46
1988,"China, Republic of (Taiwan)",1,0,0
1988,Federal Republic of Germany,13,15,0
1988,Pakistan,34,1270,192
1988,Greece,13,117,16
1988,"Korea, South",15,3,0
1988,Peru,15,17,9
1988,"Korea, South",15,3,0
1988,Pakistan,34,1270,192
1988,Israel,31,35,18
1988,Israel,31,35,18
1988,Argentina,3,0,0
1988,Bangladesh,1,0,0
1988,Pakistan,34,1270,192
1988,Federal Republic of Germany,13,15,0
1988,Nicaragua,2,27,2
1988,Lebanon,29,34,46
1988,El Salvador,14,12,0
1988,Lebanon,29,34,46
1988,Israel,31,35,18
1988,Argentina,3,0,0
1988,Israel,31,35,18
1988,Sri Lanka,3,1,11
1988,Gibraltar,1,0,3
1988,Peru,15,17,9
1988,Israel,31,35,18
1988,Israel,31,35,18
1988,Turkey,11,0,3
1988,Egypt,6,1,0
1988,Japan,4,23,0
1988,Israel,31,35,18
1988,Pakistan,34,1270,192
1988,Nigeria,1,3,0
1988,Switzerland,2,5,0
1988,Pakistan,34,1270,192
1988,Guatemala,3,0,0
1988,Israel,31,35,18
1988,Spain,28,4,0
1988,Greece,13,117,16
1988,Israel,31,35,18
1988,Peru,15,17,9
1988,Japan,4,23,0
1988,Japan,4,23,0
1988,Chile,8,4,0
1988,Federal Republic of Germany,13,15,0
1988,Spain,28,4,0
1988,India,4,15,1
1988,Colombia,26,19,1
1988,Chile,8,4,0
1988,Peru,15,17,9
1988,India,4,15,1
1988,Colombia,26,19,1
1988,Spain,28,4,0
1988,Belgium,3,0,1
1988,Spain,28,4,0
1988,Federal Republic of Germany,13,15,0
1988,Suriname,2,0,0
1988,Suriname,2,0,0
1988,France,10,28,3
1988,France,10,28,3
1988,Philippines,14,9,10
1988,France,10,28,3
1988,Pakistan,34,1270,192
1988,Pakistan,34,1270,192
1988,Philippines,14,9,10
1988,Portugal,2,0,1
1988,Venezuela,1,0,0
1988,France,10,28,3
1988,Egypt,6,1,0
1988,India,4,15,1
1988,Thailand,1,0,2
1988,Mozambique,1,2,0
1988,Israel,31,35,18
1988,Jordan,2,2,0
1988,Australia,3,0,0
1988,Pakistan,34,1270,192
1988,Pakistan,34,1270,192
1988,Pakistan,34,1270,192
1988,Afghanistan,6,42,47
1988,Pakistan,34,1270,192
1988,United States,3,1,0
1988,Israel,31,35,18
1988,Iran,1,0,0
1988,Colombia,26,19,1
1988,Turkey,11,0,3
1988,Italy,2,17,5
1988,Spain,28,4,0
1988,Spain,28,4,0
1988,Peru,15,17,9
1988,Peru,15,17,9
1988,Pakistan,34,1270,192
1988,Pakistan,34,1270,192
1988,Colombia,26,19,1
1988,Colombia,26,19,1
1988,Colombia,26,19,1
1988,Colombia,26,19,1
1988,Colombia,26,19,1
1988,Colombia,26,19,1
1988,Federal Republic of Germany,13,15,0
1988,Federal Republic of Germany,13,15,0
1988,Jordan,2,2,0
1988,Guatemala,3,0,0
1988,Costa Rica,3,6,0
1988,Singapore,1,0,0
1988,Lebanon,29,34,46
1988,Honduras,6,4,2
1988,Honduras,6,4,2
1988,Italy,2,17,5
1988,Israel,31,35,18
1988,El Salvador,14,12,0
1988,Israel,31,35,18
1988,Kuwait,3,2,2
1988,Federal Republic of Germany,13,15,0
1988,Greece,13,117,16
1988,Greece,13,117,16
1988,Greece,13,117,16
1988,Netherlands,2,3,3
1988,Netherlands,2,3,3
1988,Pakistan,34,1270,192
1988,Spain,28,4,0
1988,Colombia,26,19,1
1988,Colombia,26,19,1
1988,Colombia,26,19,1
1988,Colombia,26,19,1
1988,Colombia,26,19,1
1988,Colombia,26,19,1
1988,Colombia,26,19,1
1988,Federal Republic of Germany,13,15,0
1988,Dominican Republic,2,0,0
1988,Kuwait,3,2,2
1988,France,10,28,3
1988,India,4,15,1
1988,El Salvador,14,12,0
1988,Cyprus,5,20,7
1988,Yemen,1,0,0
1988,Sudan,4,21,8
1988,Sudan,4,21,8
1988,Guatemala,3,0,0
1988,Kuwait,3,2,2
1988,"Korea, South",15,3,0
1988,"Korea, South",15,3,0
1988,Cyprus,5,20,7
1988,Greece,13,117,16
1988,Greece,13,117,16
1988,Greece,13,117,16
1988,Greece,13,117,16
1988,Lebanon,29,34,46
1988,Lebanon,29,34,46
1988,Colombia,26,19,1
1988,Israel,31,35,18
1988,Israel,31,35,18
1988,Israel,31,35,18
1988,Israel,31,35,18
1988,Israel,31,35,18
1988,Israel,31,35,18
1988,France,10,28,3
1988,Afghanistan,6,42,47
1988,Chile,8,4,0
1988,Israel,31,35,18
1988,Lebanon,29,34,46
1988,Ecuador,1,0,10
1988,Colombia,26,19,1
1988,Peru,15,17,9
1988,Israel,31,35,18
1988,Peru,15,17,9
1988,Philippines,14,9,10
1988,El Salvador,14,12,0
1988,Spain,28,4,0
1988,Israel,31,35,18
1988,Pakistan,34,1270,192
1988,Pakistan,34,1270,192
1988,Pakistan,34,1270,192
1988,Ethiopia,2,0,0
1988,Philippines,14,9,10
1988,Federal Republic of Germany,13,15,0
1988,Greece,13,117,16
1988,Egypt,6,1,0
1988,Afghanistan,6,42,47
1988,Colombia,26,19,1
1988,Colombia,26,19,1
1988,Spain,28,4,0
1988,Colombia,26,19,1
1988,Philippines,14,9,10
1988,Spain,28,4,0
1988,Spain,28,4,0
1988,Bolivia,5,0,1
1988,Bolivia,5,0,1
1988,Greece,13,117,16
1988,Greece,13,117,16
1988,Federal Republic of Germany,13,15,0
1988,Federal Republic of Germany,13,15,0
1988,Honduras,6,4,2
1988,Australia,3,0,0
1988,Chile,8,4,0
1988,Dominican Republic,2,0,0
1988,Turkey,11,0,3
1988,Chile,8,4,0
1988,Chile,8,4,0
1988,Philippines,14,9,10
1988,Nicaragua,2,27,2
1988,Philippines,14,9,10
1988,Sri Lanka,3,1,11
1988,France,10,28,3
1988,Pakistan,34,1270,192
1988,Federal Republic of Germany,13,15,0
1988,Pakistan,34,1270,192
1988,Philippines,14,9,10
1988,Bolivia,5,0,1
1988,Bolivia,5,0,1
1988,Philippines,14,9,10
1988,Belgium,3,0,1
1988,Spain,28,4,0
1988,Spain,28,4,0
1988,Spain,28,4,0
1988,Spain,28,4,0
1988,Spain,28,4,0
1988,Spain,28,4,0
1988,Spain,28,4,0
1988,Spain,28,4,0
1988,Spain,28,4,0
1988,Sri Lanka,3,1,11
1988,Australia,3,0,0
1988,Pakistan,34,1270,192
1988,Lebanon,29,34,46
1988,Israel,31,35,18
1988,Philippines,14,9,10
1988,Chile,8,4,0
1988,Canada,1,1,0
1988,Lebanon,29,34,46
1988,Lebanon,29,34,46
1988,Costa Rica,3,6,0
1988,Pakistan,34,1270,192
1988,Pakistan,34,1270,192
1988,Spain,28,4,0
1988,"Korea, South",15,3,0
1988,Turkey,11,0,3
1988,Pakistan,34,1270,192
1988,Philippines,14,9,10
1988,South Africa,3,0,0
1988,South Africa,3,0,0
1988,Afghanistan,6,42,47
1988,Lebanon,29,34,46
1988,United States,3,1,0
1988,Turkey,11,0,3
1988,Colombia,26,19,1
1988,Romania,1,0,0
1988,South Africa,3,0,0
1988,El Salvador,14,12,0
1988,"Korea, South",15,3,0
1988,France,10,28,3
1988,Spain,28,4,0
1988,Spain,28,4,0
1988,Israel,31,35,18
1988,Israel,31,35,18
1988,Spain,28,4,0
1988,Cyprus,5,20,7
1988,Colombia,26,19,1
1988,Turkey,11,0,3
1988,El Salvador,14,12,0
1988,Honduras,6,4,2
1988,Lebanon,29,34,46
1988,Philippines,14,9,10
1988,Israel,31,35,18
1988,El Salvador,14,12,0
1988,Zambia,2,18,2
1988,Pakistan,34,1270,192
1988,Lebanon,29,34,46
1988,United Kingdom,3,13,271
1988,Turkey,11,0,3
1988,"Korea, South",15,3,0
1988,Pakistan,34,1270,192
1988,Pakistan,34,1270,192
1988,Turkey,11,0,3
1988,"Korea, South",15,3,0
1988,"Korea, South",15,3,0
1988,El Salvador,14,12,0
1988,"Korea, South",15,3,0
1988,Colombia,26,19,1
1988,Turkey,11,0,3
1988,Turkey,11,0,3
1988,Peru,15,17,9
1988,"Korea, South",15,3,0
1988,"Korea, South",15,3,0
1988,El Salvador,14,12,0
1988,Egypt,6,1,0
1988,Sudan,4,21,8
1988,Lebanon,29,34,46
1988,Lebanon,29,34,46
1988,Colombia,26,19,1
1988,Spain,28,4,0
1988,Spain,28,4,0
1988,"Korea, South",15,3,0
1988,Lebanon,29,34,46
1988,Switzerland,2,5,0
1988,Peru,15,17,9
1988,El Salvador,14,12,0
1988,Chile,8,4,0
1988,El Salvador,14,12,0
1988,United States,3,1,0
1988,"Korea, South",15,3,0
1988,Israel,31,35,18
1988,Federal Republic of Germany,13,15,0
1988,Peru,15,17,9
1988,Zambia,2,18,2
1988,Pakistan,34,1270,192
1988,Peru,15,17,9
1988,Bolivia,5,0,1
1988,Western Sahara,1,0,8
1988,Spain,28,4,0
1988,Lebanon,29,34,46
1988,Portugal,2,0,1
1988,Lebanon,29,34,46
1988,France,10,28,3
1988,Honduras,6,4,2
1988,United Kingdom,3,13,271
1988,Turkey,11,0,3
1988,Japan,4,23,0
1988,"Korea, South",15,3,0
1988,Pakistan,34,1270,192
1988,Israel,31,35,18
1989,Colombia,22,4,4
1989,Thailand,1,0,1
1989,Greece,6,4,0
1989,Honduras,9,13,2
1989,Spain,17,0,0
1989,Spain,17,0,0
1989,"Korea, South",6,1,0
1989,El Salvador,13,45,12
1989,United Kingdom,13,1,1
1989,Panama,1,0,0
1989,"Korea, South",6,1,0
1989,Lebanon,18,142,24
1989,Zambia,1,1,1
1989,Peru,29,42,9
1989,Colombia,22,4,4
1989,El Salvador,13,45,12
1989,Turkey,12,1,0
1989,Turkey,12,1,0
1989,Turkey,12,1,0
1989,Venezuela,2,1,0
1989,El Salvador,13,45,12
1989,Honduras,9,13,2
1989,Colombia,22,4,4
1989,"Korea, South",6,1,0
1989,Lebanon,18,142,24
1989,Honduras,9,13,2
1989,Pakistan,15,80,24
1989,Federal Republic of Germany,12,9,4
1989,Pakistan,15,80,24
1989,Federal Republic of Germany,12,9,4
1989,Dominican Republic,8,3,1
1989,Israel,27,40,24
1989,Lebanon,18,142,24
1989,"Korea, South",6,1,0
1989,Israel,27,40,24
1989,Honduras,9,13,2
1989,United Kingdom,13,1,1
1989,Israel,27,40,24
1989,Honduras,9,13,2
1989,Pakistan,15,80,24
1989,Peru,29,42,9
1989,Colombia,22,4,4
1989,United States,8,2,0
1989,United States,8,2,0
1989,United States,8,2,0
1989,Laos,2,0,1
1989,Peru,29,42,9
1989,Spain,17,0,0
1989,Italy,8,0,0
1989,Italy,8,0,0
1989,Italy,8,0,0
1989,Italy,8,0,0
1989,Italy,8,0,0
1989,Dominican Republic,8,3,1
1989,Laos,2,0,1
1989,"Korea, South",6,1,0
1989,Lebanon,18,142,24
1989,Greece,6,4,0
1989,United States,8,2,0
1989,Chile,25,1,0
1989,Lebanon,18,142,24
1989,Syria,1,0,0
1989,Mozambique,3,0,4
1989,Lebanon,18,142,24
1989,Israel,27,40,24
1989,Peru,29,42,9
1989,Turkey,12,1,0
1989,Lebanon,18,142,24
1989,Bolivia,4,0,2
1989,Israel,27,40,24
1989,Mozambique,3,0,4
1989,United States,8,2,0
1989,Belgium,7,5,4
1989,Pakistan,15,80,24
1989,Brazil,1,0,0
1989,Belgium,7,5,4
1989,France,9,2,1
1989,United States,8,2,0
1989,Turkey,12,1,0
1989,Turkey,12,1,0
1989,Federal Republic of Germany,12,9,4
1989,Federal Republic of Germany,12,9,4
1989,El Salvador,13,45,12
1989,Switzerland,2,0,0
1989,Chile,25,1,0
1989,Philippines,9,5,6
1989,Canada,1,0,0
1989,Israel,27,40,24
1989,Peru,29,42,9
1989,Philippines,9,5,6
1989,United Kingdom,13,1,1
1989,United Kingdom,13,1,1
1989,Malaysia,1,4,0
1989,Honduras,9,13,2
1989,Italy,8,0,0
1989,Italy,8,0,0
1989,Israel,27,40,24
1989,Honduras,9,13,2
1989,Peru,29,42,9
1989,Peru,29,42,9
1989,Israel,27,40,24
1989,Colombia,22,4,4
1989,Pakistan,15,80,24
1989,Philippines,9,5,6
1989,Czechoslovakia,1,0,0
1989,Dominican Republic,8,3,1
1989,Spain,17,0,0
1989,Colombia,22,4,4
1989,Israel,27,40,24
1989,Israel,27,40,24
1989,Israel,27,40,24
1989,El Salvador,13,45,12
1989,Lebanon,18,142,24
1989,Lebanon,18,142,24
1989,Israel,27,40,24
1989,Iran,1,0,0
1989,Angola,3,1,0
1989,Angola,3,1,0
1989,Angola,3,1,0
1989,Spain,17,0,0
1989,Spain,17,0,0
1989,Spain,17,0,0
1989,Peru,29,42,9
1989,Lebanon,18,142,24
1989,Israel,27,40,24
1989,Lebanon,18,142,24
1989,Israel,27,40,24
1989,Tanzania,1,0,0
1989,Peru,29,42,9
1989,Bolivia,4,0,2
1989,Spain,17,0,0
1989,Cote d'Ivoire,1,0,1
1989,United States,8,2,0
1989,Spain,17,0,0
1989,Haiti,1,0,0
1989,Sri Lanka,6,0,31
1989,Peru,29,42,9
1989,Egypt,2,0,0
1989,Nicaragua,1,0,0
1989,Egypt,2,0,0
1989,United Arab Emirates,1,0,1
1989,India,1,4,6
1989,Afghanistan,2,0,0
1989,El Salvador,13,45,12
1989,Hungary,1,5,0
1989,Afghanistan,2,0,0
1989,El Salvador,13,45,12
1989,Ecuador,5,0,0
1989,Federal Republic of Germany,12,9,4
1989,Guatemala,9,1,1
1989,Belgium,7,5,4
1989,Israel,27,40,24
1989,Guatemala,9,1,1
1989,Israel,27,40,24
1989,Bangladesh,1,2,0
1989,France,9,2,1
1989,France,9,2,1
1989,Sri Lanka,6,0,31
1989,Federal Republic of Germany,12,9,4
1989,Pakistan,15,80,24
1989,Chile,25,1,0
1989,Peru,29,42,9
1989,United Kingdom,13,1,1
1989,Israel,27,40,24
1989,Bolivia,4,0,2
1989,Saudi Arabia,3,16,1
1989,Saudi Arabia,3,16,1
1989,Mozambique,3,0,4
1989,Honduras,9,13,2
1989,Colombia,22,4,4
1989,Colombia,22,4,4
1989,Austria,1,1,3
1989,Honduras,9,13,2
1989,Kenya,1,1,1
1989,Chile,25,1,0
1989,Pakistan,15,80,24
1989,Pakistan,15,80,24
1989,Saudi Arabia,3,16,1
1989,Peru,29,42,9
1989,Chile,25,1,0
1989,Chile,25,1,0
1989,Chile,25,1,0
1989,Guatemala,9,1,1
1989,Sri Lanka,6,0,31
1989,Guatemala,9,1,1
1989,Colombia,22,4,4
1989,Colombia,22,4,4
1989,Costa Rica,1,0,0
1989,Sri Lanka,6,0,31
1989,Chile,25,1,0
1989,Pakistan,15,80,24
1989,United Kingdom,13,1,1
1989,Pakistan,15,80,24
1989,Israel,27,40,24
1989,El Salvador,13,45,12
1989,Lebanon,18,142,24
1989,France,9,2,1
1989,France,9,2,1
1989,United Kingdom,13,1,1
1989,Sri Lanka,6,0,31
1989,United States,8,2,0
1989,Switzerland,2,0,0
1989,Turkey,12,1,0
1989,Chile,25,1,0
1989,Cyprus,2,1,1
1989,Federal Republic of Germany,12,9,4
1989,Israel,27,40,24
1989,South Africa,3,0,0
1989,Israel,27,40,24
1989,Federal Republic of Germany,12,9,4
1989,United Kingdom,13,1,1
1989,Chile,25,1,0
1989,Israel,27,40,24
1989,Federal Republic of Germany,12,9,4
1989,Denmark,1,0,0
1989,Federal Republic of Germany,12,9,4
1989,"Namibia, SWAf",1,0,1
1989,Turkey,12,1,0
1989,Israel,27,40,24
1989,Peru,29,42,9
1989,United Kingdom,13,1,1
1989,United Kingdom,13,1,1
1989,United Kingdom,13,1,1
1989,United Kingdom,13,1,1
1989,Venezuela,2,1,0
1989,Colombia,22,4,4
1989,Spain,17,0,0
1989,Spain,17,0,0
1989,Colombia,22,4,4
1989,Pakistan,15,80,24
1989,Israel,27,40,24
1989,Morocco,1,0,0
1989,Chad,1,0,171
1989,Lebanon,18,142,24
1989,Iraq,2,25,0
1989,France,9,2,1
1989,Israel,27,40,24
1989,Peru,29,42,9
1989,Peru,29,42,9
1989,Peru,29,42,9
1989,Peru,29,42,9
1989,Colombia,22,4,4
1989,Chile,25,1,0
1989,Philippines,9,5,6
1989,Guatemala,9,1,1
1989,Spain,17,0,0
1989,Spain,17,0,0
1989,Spain,17,0,0
1989,Libya,1,0,1
1989,Federal Republic of Germany,12,9,4
1989,Colombia,22,4,4
1989,Spain,17,0,0
1989,Spain,17,0,0
1989,France,9,2,1
1989,France,9,2,1
1989,Cyprus,2,1,1
1989,Belgium,7,5,4
1989,El Salvador,13,45,12
1989,Lebanon,18,142,24
1989,Burma (Myanmar),1,0,0
1989,Pakistan,15,80,24
1989,Peru,29,42,9
1989,"Korea, South",6,1,0
1989,Suriname,1,0,0
1989,Pakistan,15,80,24
1989,Turkey,12,1,0
1989,Netherlands,5,5,0
1989,Fiji,1,0,0
1989,South Africa,3,0,0
1989,Greece,6,4,0
1989,Greece,6,4,0
1989,Greece,6,4,0
1989,South Africa,3,0,0
1989,Iraq,2,25,0
1989,Netherlands,5,5,0
1989,Peru,29,42,9
1989,Peru,29,42,9
1989,Peru,29,42,9
1989,Ecuador,5,0,0
1989,Colombia,22,4,4
1989,Federal Republic of Germany,12,9,4
1989,Netherlands,5,5,0
1989,Netherlands,5,5,0
1989,Philippines,9,5,6
1989,Lebanon,18,142,24
1989,Peru,29,42,9
1989,El Salvador,13,45,12
1989,Lebanon,18,142,24
1989,Lebanon,18,142,24
1989,Colombia,22,4,4
1989,Guatemala,9,1,1
1989,France,9,2,1
1989,Colombia,22,4,4
1989,Philippines,9,5,6
1989,Lebanon,18,142,24
1989,Israel,27,40,24
1989,Colombia,22,4,4
1989,Colombia,22,4,4
1989,Turkey,12,1,0
1989,United Kingdom,13,1,1
